filename,longitude,latitude,classname,time,address
38484,129.3722907,36.05069384,crack,2024-06-02 22:56:12,경상북도 포항시 북구 항구동
38485,129.3736218,36.05177955,crack,2024-06-02 22:56:29,경상북도 포항시 북구 항구동
38486,129.3748403,36.05215687,crack,2024-06-02 22:56:57,경상북도 포항시 북구 항구동
38488,129.3775096,36.05543361,crack,2024-06-02 22:58:36,경상북도 포항시 북구 항구동
38491,129.3904118,36.062894,crack,2024-06-02 23:03:00,경상북도 포항시 북구 두호동
38492,129.3909481,36.06303146,crack,2024-06-02 23:03:04,경상북도 포항시 북구 두호동
38493,129.3915374,36.06317558,crack,2024-06-02 23:03:08,경상북도 포항시 북구 두호동
38495,129.3921248,36.06332322,crack,2024-06-02 23:03:13,경상북도 포항시 북구 두호동
38496,129.3941123,36.06330809,crack,2024-06-02 23:03:30,경상북도 포항시 북구 두호동
38497,129.3986609,36.06535319,crack,2024-06-02 23:04:11,경상북도 포항시 북구 환호동
38499,129.3997938,36.06711039,crack,2024-06-02 23:04:28,경상북도 포항시 북구 환호동
38502,129.4083018,36.07262339,crack,2024-06-02 23:05:54,경상북도 포항시 북구 환호동
38503,129.4090171,36.07317477,crack,2024-06-02 23:06:03,경상북도 포항시 북구 여남동
38505,129.4064243,36.07240973,crack,2024-06-02 23:08:15,경상북도 포항시 북구 환호동
38506,129.3865188,36.06686646,crack,2024-06-02 23:11:34,경상북도 포항시 북구 두호동
38507,129.3845163,36.06549421,crack,2024-06-02 23:12:00,경상북도 포항시 북구 두호동
38511,129.3784816,36.05944044,crack,2024-06-02 23:16:09,경상북도 포항시 북구 두호동
38513,129.3779894,36.05867581,crack,2024-06-02 23:16:18,경상북도 포항시 북구 두호동
38514,129.3769392,36.05638317,crack,2024-06-02 23:16:46,경상북도 포항시 북구 두호동
38515,129.3756483,36.05359066,crack,2024-06-02 23:17:20,경상북도 포항시 북구 항구동
38517,129.3726416,36.0519721,crack,2024-06-02 23:19:45,경상북도 포항시 북구 항구동
38518,129.3720456,36.05156182,crack,2024-06-02 23:20:56,경상북도 포항시 북구 항구동
38520,129.3665602,36.04054891,crack,2024-06-02 23:30:25,경상북도 포항시 북구 상원동
38522,129.3664877,36.03061006,crack,2024-06-02 23:35:28,경상북도 포항시 북구 죽도동
38523,129.3668985,36.02895749,crack,2024-06-02 23:35:45,경상북도 포항시 북구 죽도동
38536,129.3606339,36.03443765,crack,2024-06-02 23:56:22,경상북도 포항시 북구 대흥동
38537,129.3641441,36.03386573,crack,2024-06-02 23:57:07,경상북도 포항시 북구 죽도동
38543,129.3564205,36.02089174,crack,2024-06-03 00:02:39,경상북도 포항시 북구 죽도동
38544,129.3557422,36.02003237,crack,2024-06-03 00:03:25,경상북도 포항시 북구 죽도동
38567,129.3522412,36.02316926,crack,2024-06-03 00:41:53,경상북도 포항시 북구 죽도동
38568,129.3527244,36.02293618,crack,2024-06-03 00:42:01,경상북도 포항시 북구 죽도동 중흥로191번길 40.0
38569,129.3546101,36.02190869,crack,2024-06-03 00:42:44,경상북도 포항시 북구 죽도동
38575,129.3555628,36.02064929,crack,2024-06-03 00:45:42,경상북도 포항시 북구 죽도동
38576,129.3548551,36.02106538,crack,2024-06-03 00:45:50,경상북도 포항시 북구 죽도동
38579,129.3558916,36.02123673,crack,2024-06-03 00:48:44,경상북도 포항시 북구 죽도동
38580,129.3554353,36.02274318,crack,2024-06-03 00:51:56,경상북도 포항시 북구 죽도동
38583,129.3515284,36.02244756,crack,2024-06-03 00:54:38,경상북도 포항시 북구 죽도동
38584,129.3542976,36.02112023,crack,2024-06-03 00:55:40,경상북도 포항시 북구 죽도동
38585,129.3533793,36.02182743,crack,2024-06-03 00:56:46,경상북도 포항시 북구 죽도동
38586,129.3528852,36.02203507,crack,2024-06-03 00:56:50,경상북도 포항시 북구 죽도동
38587,129.3528123,36.02403452,crack,2024-06-03 00:58:30,경상북도 포항시 북구 죽도동
38588,129.3560441,36.02247605,crack,2024-06-03 01:00:51,경상북도 포항시 북구 죽도동
38590,129.349903,36.02125453,crack,2024-06-03 01:07:46,경상북도 포항시 북구 죽도동
38593,129.3515413,36.02481938,crack,2024-06-03 01:13:56,경상북도 포항시 북구 학잠동
38595,129.3486117,36.02796086,crack,2024-06-03 01:16:17,경상북도 포항시 북구 학잠동
38597,129.3454196,36.0296906,crack,2024-06-03 01:18:06,경상북도 포항시 북구 학잠동
38600,129.3446269,36.03079107,crack,2024-06-03 01:18:22,경상북도 포항시 북구 학잠동
38605,129.3444091,36.03276959,crack,2024-06-03 01:19:38,경상북도 포항시 북구 학잠동 양학로126번길 10.0
38608,129.3452098,36.03140441,crack,2024-06-03 01:22:54,경상북도 포항시 북구 학잠동
38664,129.3707208,36.04325939,crack,2024-06-03 23:03:03,경상북도 포항시 북구 동빈1가
38665,129.3710458,36.04443011,crack,2024-06-03 23:03:50,경상북도 포항시 북구 동빈1가
38666,129.3718986,36.04769898,crack,2024-06-03 23:04:27,경상북도 포항시 북구 동빈1가
